day,period,timestamp_utc,tick_id,side,band_stdev,bid,ask,spread,tick_vwap,tick_stdev,active_band,vwap_slope_60_per_minute,vwap_slope_300_per_minute,normalized_five_minute_tilt_sigma,absolute_normalized_tilt,spread_ratio,maximum_prior_5s_jump,entry_price,spread_cover_seconds,mfe_5,mae_5,pnl_5,mfe_15,mae_15,pnl_15,mfe_60,mae_60,pnl_60,mfe_300,mae_300,pnl_300,reached_2_units_300s,reached_3_units_300s
2026-01-22,earlier,2026-01-22T10:01:41+00:00,27366661,short,1.0,4823.76,4823.94,0.18,4821.046751652502,3.1450353662607164,4824.191787018763,-0.2484772835086914,-0.2325896326670772,-0.3697726823078848,0.3697726823078848,1.125,0.339999999999236,4823.76,80.0,-0.1799999999993815,0.3099999999994907,-0.3099999999994907,-0.1599999999998544,0.5299999999997453,-0.3899999999994179,-0.1599999999998544,1.3400000000001455,-0.4799999999995634,3.8100000000004,1.3400000000001455,3.0,True,True
2026-01-26,earlier,2026-01-26T16:21:47+00:00,27971419,long,1.0,5092.26,5092.5,0.24,5096.739629470672,4.8995985240096855,5091.840030946662,0.2166911194171916,0.3992756925215872,0.4074575606195095,0.4074575606195095,1.263157894736842,0.4949999999998908,5092.5,6.0,-0.1099999999996725,0.7200000000002547,-0.3299999999999272,1.1400000000003274,0.7200000000002547,1.1400000000003274,3.619999999999891,0.7200000000002547,3.619999999999891,4.460000000000036,0.75,0.6199999999998909,True,True
2026-01-29,earlier,2026-01-29T18:58:31+00:00,28933373,long,1.0,5338.8,5339.08,0.28,5347.776536007293,9.490822897258694,5338.285713110034,0.9420243521290104,0.704310445263036,0.3710481445536547,0.3710481445536547,1.272727272727273,0.914999999999054,5339.08,1.0,2.75,0.2799999999997453,2.75,4.079999999999927,0.2799999999997453,3.4600000000000364,4.159999999999855,0.2799999999997453,0.5299999999997453,4.159999999999855,16.470000000000255,-6.260000000000218,True,True
2026-02-02,earlier,2026-02-02T08:39:03+00:00,29456680,long,1.0,4615.34,4615.64,0.3,4627.457318424004,13.093472987826145,4614.363845436178,0.4126153776096544,1.178681143333415,0.450102560424309,0.450102560424309,0.8108108108108107,1.0300000000006548,4615.64,1.0,5.949999999999818,0.3000000000001819,4.089999999999236,15.55999999999949,0.3000000000001819,15.55999999999949,17.269999999999527,0.3000000000001819,11.529999999999744,33.38999999999942,0.3000000000001819,31.15999999999985,True,True
2026-02-03,earlier,2026-02-03T04:27:07+00:00,29724153,long,1.0,4809.34,4809.76,0.42,4814.292501634521,5.063446900474902,4809.229054734045,0.1582801361491874,0.3830265666731066,0.3782270992485202,0.3782270992485202,0.875,0.4400000000005093,4809.76,8.0,-0.2899999999999636,0.4200000000000727,-0.4000000000005457,1.0399999999999636,0.4200000000000727,0.9600000000000364,1.3999999999996362,2.780000000000655,-2.280000000000655,4.599999999999454,5.869999999999891,2.319999999999709,True,True
2026-02-10,later,2026-02-10T02:37:12+00:00,31123769,long,1.0,5043.01,5043.32,0.31,5046.399327667452,3.705351955146326,5042.6939757123055,0.11041440471854,0.3252499666545191,0.4388921357427095,0.4388921357427095,0.9117647058823528,0.3299999999999272,5043.32,3.0,0.8400000000001455,0.3099999999994907,0.7100000000000364,0.8400000000001455,0.3199999999997089,0.2800000000006548,0.8400000000001455,1.019999999999527,-0.7699999999995271,5.3400000000001455,1.25,4.789999999999964,True,True
2026-02-10,later,2026-02-10T06:47:17+00:00,31167822,short,1.0,5035.28,5035.69,0.41,5033.423384481255,2.4156373181898783,5035.839021799445,-0.102730796038486,-0.2207503972063932,-0.4569195788294272,0.4569195788294272,1.3225806451612905,0.4049999999997453,5035.28,4.0,0.3599999999996726,0.6500000000005457,0.0500000000001819,0.3999999999996362,0.6500000000005457,0.3999999999996362,2.75,0.9000000000005457,1.5999999999994543,9.579999999999927,0.9000000000005457,8.609999999999673,True,True
2026-02-11,later,2026-02-11T03:07:21+00:00,31362888,long,1.0,5050.73,5050.97,0.24,5052.928755910165,2.57962534697906,5050.349130563186,0.1229266754608033,0.212403053052003,0.4116936075634848,0.4116936075634848,0.8888888888888888,0.5600000000004002,5050.97,2.0,0.1599999999998544,0.2800000000006548,0.1399999999994179,0.269999999999527,0.3699999999998908,0.269999999999527,0.8499999999994543,0.8400000000001455,-0.0600000000004001,2.550000000000182,0.8400000000001455,1.5099999999993088,True,False
2026-02-11,later,2026-02-11T07:19:22+00:00,31398642,long,1.0,5060.12,5060.24,0.12,5062.38449122807,2.540057297743445,5059.844433930327,0.1301324700543773,0.2055419571655875,0.4046010248433931,0.4046010248433931,0.6,0.7000000000007276,5060.24,46.0,-0.1199999999998908,0.4399999999995998,-0.4399999999995998,-0.1199999999998908,1.1099999999996726,-1.1099999999996726,1.5600000000004002,1.3299999999999272,0.7200000000002547,3.4099999999998545,4.420000000000073,-3.8499999999994543,True,True
2026-02-11,later,2026-02-11T14:24:28+00:00,31474882,long,1.0,5068.79,5068.94,0.15,5072.871377330351,4.660241288914476,5068.2111360414365,0.2187243751968708,0.3690530953037523,0.3959592137231558,0.3959592137231558,0.6818181818181818,0.2300000000004729,5068.94,19.0,-0.1499999999996362,0.9899999999997816,-0.9899999999997816,-0.1499999999996362,1.199999999999818,-1.1199999999998909,4.170000000000073,1.199999999999818,2.340000000000145,4.170000000000073,1.569999999999709,0.110000000000582,True,True
