day,period,timestamp_utc,tick_id,side,bid,ask,spread,zone_radius,in_hot_zone,near_zones,confluence,nearest_zone,nearest_distance,entry_price,mfe_5,mae_5,pnl_5,mfe_15,mae_15,pnl_15,mfe_60,mae_60,pnl_60,cover_seconds,covered_within_5s,excellent_entry_proxy,zone_interactions,aligned,quote_slope_300
2026-01-21,earlier,2026-01-20T21:29:37+00:00,26964864,long,4759.86,4760.13,0.27,0.54,True,time_average|quote_average,2,time_average,0.2700365579303252,4760.13,-0.25,0.3000000000001819,-0.3000000000001819,-0.25,0.4400000000005093,-0.4099999999998545,-0.25,0.9400000000005092,-0.8100000000004002,,False,False,time_average:inside|quote_average:reaction,True,0.1032935989451289
2026-01-21,earlier,2026-01-21T14:12:54+00:00,27143434,short,4843.54,4843.74,0.2,1.25,True,quote_average,1,quote_average,1.2076627599635683,4843.54,-0.0399999999999636,0.7899999999999636,-0.6499999999996362,2.0100000000002183,2.350000000000364,2.0100000000002183,2.0100000000002183,7.6599999999998545,-5.529999999999745,15.0,False,False,quote_average:reaction,False,0.08669208558876562
2026-01-22,earlier,2026-01-21T21:09:32+00:00,27238278,short,4818.08,4818.35,0.27,0.54,True,time_average|quote_average,2,time_average,0.2804624781847451,4818.08,-0.2300000000004729,0.3400000000001455,-0.2300000000004729,0.0100000000002182,0.7600000000002183,-0.7600000000002183,0.0100000000002182,2.399999999999636,-2.289999999999964,6.0,False,False,time_average:reaction|quote_average:reaction,True,-1.7340641615983259
2026-01-22,earlier,2026-01-21T21:54:52+00:00,27245232,short,4829.35,4830.47,1.12,0.74,True,quote_average|time_average,2,quote_average,0.4046416823275649,4829.35,-0.3499999999994543,0.4799999999995634,-0.4499999999998181,-0.0599999999994906,1.0099999999993088,-1.0099999999993088,0.410000000000764,1.2299999999995634,0.0300000000006548,,False,False,quote_average:reaction|time_average:reaction,False,0.053909808842945495
2026-01-22,earlier,2026-01-22T05:12:02+00:00,27315473,short,4797.3,4797.45,0.15,0.35,True,quote_average,1,quote_average,0.3401520576944676,4797.3,-0.2100000000000363,0.2899999999999636,-0.2100000000000363,0.1300000000001091,0.2899999999999636,0.1300000000001091,0.180000000000291,1.449999999999818,-1.0100000000002185,9.0,False,False,quote_average:reaction,False,0.0032975242065731436
2026-01-22,earlier,2026-01-22T05:20:06+00:00,27316696,short,4797.53,4797.67,0.14,0.35,True,quote_average,1,quote_average,0.1294347679313432,4797.53,-0.1000000000003638,0.2899999999999636,-0.2899999999999636,0.0799999999999272,0.3200000000006184,-0.25,0.6799999999993815,0.5500000000001819,0.269999999999527,8.0,False,False,quote_average:reaction,False,0.0069738509109811275
2026-01-22,earlier,2026-01-22T05:36:57+00:00,27319420,short,4797.54,4797.82,0.28,0.44,True,quote_average,1,quote_average,0.0305292624134381,4797.54,-0.2300000000004729,1.3299999999999272,-1.3299999999999272,-0.2300000000004729,1.7600000000002185,-1.3800000000001091,0.2200000000002546,1.7600000000002185,-1.2700000000004366,,False,False,quote_average:reaction,False,0.0012348577947705053
2026-01-23,earlier,2026-01-22T23:42:56+00:00,27508632,short,4936.35,4936.64,0.29,0.35,True,quote_average,1,quote_average,0.249782461126415,4936.35,0.0399999999999636,0.1099999999996725,-0.0799999999999272,0.0399999999999636,0.9899999999997816,-0.6700000000000728,0.0399999999999636,2.3799999999992,-1.839999999999236,3.0,True,False,quote_average:reaction,True,-0.046964390985522186
2026-01-23,earlier,2026-01-23T01:05:29+00:00,27523345,long,4944.17,4944.41,0.24,1.25,True,quote_average,1,quote_average,1.0007934863515402,4944.41,-0.5199999999995271,1.979999999999564,-1.3699999999998909,-0.5199999999995271,2.9600000000000364,-2.8599999999996726,-0.5199999999995271,5.930000000000291,-3.8400000000001455,,False,False,quote_average:reaction,True,0.1905022801920495
2026-01-23,earlier,2026-01-23T01:08:55+00:00,27524214,short,4944.92,4945.25,0.33,1.25,True,quote_average,1,quote_average,0.098116114100776,4944.92,0.4800000000004729,0.0,0.3500000000003638,2.289999999999964,0.0,1.3800000000001091,3.550000000000182,0.0,0.4400000000005093,1.0,True,True,quote_average:reaction,True,-0.12102851066902076
2026-01-23,earlier,2026-01-23T07:43:16+00:00,27590410,long,4951.16,4951.33,0.17,0.38,True,quote_average,1,quote_average,0.2331835749409947,4951.33,0.1000000000003638,0.3999999999996362,-0.0399999999999636,0.1000000000003638,1.519999999999527,-0.430000000000291,0.1000000000003638,3.9399999999996,-2.7799999999997453,1.0,True,False,quote_average:reaction,True,0.012695183714640734
2026-01-23,earlier,2026-01-23T12:54:51+00:00,27647854,short,4941.49,4941.64,0.15,0.35,True,quote_average|time_average,2,quote_average,0.0728473579765704,4941.49,-0.4899999999997817,0.7100000000000364,-0.5399999999999636,-0.0,0.7100000000000364,-0.1700000000000727,0.8599999999996726,0.7200000000002547,0.8599999999996726,9.0,False,False,quote_average:reaction|time_average:reaction,True,-0.0043378842192396405
2026-01-23,earlier,2026-01-23T14:06:38+00:00,27663704,long,4941.41,4941.59,0.18,0.6100000000005821,True,time_average|quote_average,2,time_average,0.1834573613214161,4941.59,-0.0299999999997453,0.3900000000003274,-0.3900000000003274,-0.0299999999997453,1.2200000000002549,-1.0,0.9200000000000728,1.2200000000002549,-0.1700000000000727,,False,False,time_average:inside|quote_average:reaction,False,-0.01528121490173362
2026-01-23,earlier,2026-01-23T14:30:02+00:00,27668537,long,4941.39,4941.69,0.3,0.35,True,time_average|quote_average,2,time_average,0.1824837706144535,4941.69,0.25,1.8299999999999272,-1.8299999999999272,0.25,3.1599999999998545,-3.1599999999998545,0.25,8.219999999999345,-8.219999999999345,1.0,True,False,time_average:reaction|quote_average:reaction,True,0.003168753916725109
2026-01-26,earlier,2026-01-25T23:13:07+00:00,27759815,short,5018.5,5018.7,0.2,1.25,True,quote_average|time_average,2,quote_average,1.1200498173384403,5018.5,0.2399999999997817,0.3199999999997089,0.2399999999997817,1.1300000000001091,0.3199999999997089,0.9399999999995998,1.1300000000001091,3.3299999999999272,-3.2200000000002547,3.0,True,True,quote_average:reaction|time_average:reaction,False,1.1940269985134364
2026-01-26,earlier,2026-01-25T23:13:26+00:00,27759888,long,5018.01,5018.18,0.17,1.2300000000032014,True,quote_average|time_average,2,quote_average,0.606060311287365,5018.18,0.6499999999996362,0.1400000000003274,-0.0300000000006548,0.7100000000000364,0.1700000000000727,0.3599999999996726,4.920000000000073,0.1700000000000727,4.519999999999527,1.0,True,False,quote_average:reaction|time_average:reaction,True,1.3230313055582883
2026-01-26,earlier,2026-01-26T05:16:23+00:00,27834902,short,5061.1,5061.33,0.23,0.4500000000007276,True,quote_average|time_average,2,quote_average,0.1081306819296514,5061.1,0.180000000000291,0.3499999999994543,0.1000000000003638,0.180000000000291,0.9899999999997816,-0.7100000000000364,0.180000000000291,1.0099999999993088,-0.9899999999997816,3.0,True,False,quote_average:reaction|time_average:reaction,True,-0.020625503506380483
2026-01-26,earlier,2026-01-26T05:40:40+00:00,27840060,long,5061.62,5061.88,0.26,0.7599999999983993,True,time_average|quote_average,2,time_average,0.210663650389506,5061.88,-0.5200000000004366,1.449999999999818,-1.4000000000005457,-0.5200000000004366,3.119999999999891,-2.5,-0.5200000000004366,6.279999999999745,-6.050000000000182,,False,False,time_average:reaction|quote_average:reaction,True,0.026617161050126015
2026-01-26,earlier,2026-01-26T15:42:06+00:00,27962156,long,5075.71,5075.92,0.21,0.7700000000004366,True,time_average|quote_average,2,time_average,0.0449610435007343,5075.92,-0.5600000000004002,1.0299999999997451,-0.5600000000004002,1.25,1.0299999999997451,1.25,3.569999999999709,1.0299999999997451,3.569999999999709,6.0,False,False,time_average:reaction|quote_average:reaction,True,0.04113993499413482
2026-01-26,earlier,2026-01-26T16:37:23+00:00,27975196,short,5076.62,5076.84,0.22,0.960000000000946,True,time_average|quote_average,2,time_average,0.1007802442254615,5076.62,-0.2399999999997817,1.2399999999997815,-0.819999999999709,-0.2200000000002546,1.2399999999997815,-1.0200000000004366,-0.1999999999998181,4.010000000000218,-1.980000000000473,,False,False,time_average:reaction|quote_average:reaction,False,0.00296375878406252
2026-01-26,earlier,2026-01-26T18:14:17+00:00,27997384,long,5077.98,5078.15,0.17,1.0099999999983993,True,time_average|quote_average,2,time_average,0.2115733113669193,5078.15,0.1300000000001091,0.1999999999998181,0.1300000000001091,1.2100000000000364,1.0,-1.0,1.2100000000000364,1.6099999999996726,-1.2399999999997815,3.0,True,False,time_average:inside|quote_average:reaction,True,0.026822845714377763
2026-01-26,earlier,2026-01-26T18:31:55+00:00,28001637,long,5077.51,5077.69,0.18,0.8999999999996362,True,quote_average|time_average,2,quote_average,0.0280857360148729,5077.69,0.180000000000291,1.089999999999236,-0.2599999999993088,0.180000000000291,2.6099999999996726,-1.389999999999418,0.180000000000291,4.039999999999964,-3.2999999999992724,1.0,True,False,quote_average:reaction|time_average:reaction,True,0.03755661474679073
2026-01-27,earlier,2026-01-27T14:02:47+00:00,28232940,long,5070.33,5070.55,0.22,0.6199999999989814,True,quote_average,1,quote_average,0.485551543360998,5070.55,0.25,0.3299999999999272,-0.3299999999999272,0.5500000000001819,2.6599999999998545,-2.6599999999998545,1.8400000000001453,2.6599999999998545,1.1599999999998545,2.0,True,False,quote_average:reaction,True,0.03368067812971276
2026-01-27,earlier,2026-01-27T15:17:00+00:00,28251583,short,5068.62,5068.86,0.24,1.2200000000011642,True,quote_average,1,quote_average,0.733848809486517,5068.62,0.5799999999999272,0.3599999999996726,0.0500000000001819,0.5799999999999272,1.3800000000001091,-0.1599999999998544,0.5799999999999272,3.680000000000291,-2.3599999999996726,2.0,True,False,quote_average:reaction,True,-0.059673402084627014
2026-01-28,earlier,2026-01-27T21:01:57+00:00,28329556,long,5175.53,5175.82,0.29,1.1199999999989814,True,time_average|quote_average,2,time_average,0.2475000000004001,5175.82,0.7200000000002547,0.0900000000001455,0.7200000000002547,2.5600000000004,0.0900000000001455,1.4000000000005457,5.890000000000327,0.0900000000001455,4.930000000000291,2.0,True,True,time_average:reaction|quote_average:reaction,False,0.0
2026-01-28,earlier,2026-01-27T21:09:36+00:00,28331312,short,5179.68,5179.97,0.29,0.9200000000037108,True,quote_average|time_average,2,quote_average,0.1467205024637223,5179.68,-0.1999999999998181,0.5999999999994543,-0.2799999999997453,0.1500000000005457,0.6999999999998181,-0.2999999999992724,0.9000000000005457,1.7599999999993088,-0.9899999999997816,6.0,False,False,quote_average:reaction|time_average:reaction,False,0.6862970091724492
2026-01-28,earlier,2026-01-28T00:47:51+00:00,28363756,short,5171.85,5172.06,0.21,0.4399999999986903,True,quote_average,1,quote_average,0.1730986646689416,5171.85,0.2300000000004729,0.2100000000000363,0.2300000000004729,1.2200000000002549,0.2100000000000363,1.2200000000002549,1.2200000000002549,0.6499999999996362,-0.3999999999996362,4.0,True,True,quote_average:reaction,True,-0.07222618632386002
2026-01-29,earlier,2026-01-28T21:18:16+00:00,28641273,short,5388.09,5388.5,0.41,0.5999999999985448,True,quote_average|time_average,2,quote_average,0.2951429334834756,5388.09,-0.3499999999994543,0.5,-0.3699999999998908,0.7600000000002183,0.5,0.7600000000002183,3.909999999999856,0.5,1.610000000000582,14.0,False,False,quote_average:reaction|time_average:reaction,True,-0.7253883303783368
2026-01-29,earlier,2026-01-28T21:23:01+00:00,28642163,short,5387.66,5387.95,0.29,0.58,True,quote_average|time_average,2,quote_average,0.0100528814928111,5387.66,1.050000000000182,0.0299999999997453,1.050000000000182,1.1099999999996726,0.1199999999998908,1.1099999999996726,1.1700000000000728,1.5,-1.0900000000001455,1.0,True,True,quote_average:reaction|time_average:inside,True,-0.17024171278353606
2026-01-29,earlier,2026-01-29T08:31:41+00:00,28784711,long,5521.92,5522.17,0.25,0.9100000000016736,True,quote_average,1,quote_average,0.6058882600136712,5522.17,0.3699999999998908,0.0,0.2399999999997817,0.7899999999999636,0.7700000000004366,-0.7600000000002183,0.7899999999999636,4.720000000000255,-1.2399999999997815,1.0,True,False,quote_average:reaction,True,0.0421679951450642
2026-01-29,earlier,2026-01-29T08:39:24+00:00,28786595,long,5521.24,5521.43,0.19,0.9799999999995634,True,quote_average,1,quote_average,0.1119348606607673,5521.43,-0.4000000000005457,1.0700000000006185,-0.9700000000002548,-0.4000000000005457,2.350000000000364,-2.25,-0.4000000000005457,9.890000000000327,-9.530000000000657,,False,False,quote_average:reaction,True,0.00331284355797834
2026-01-29,earlier,2026-01-29T13:14:10+00:00,28846560,long,5520.1,5520.32,0.22,1.210000000000946,True,quote_average,1,quote_average,0.2529046309227851,5520.32,-0.25,2.679999999999381,-2.679999999999381,-0.25,6.1899999999996,-5.609999999999673,-0.25,7.420000000000073,-7.279999999999745,,False,False,quote_average:reaction,True,0.017655401309639274
2026-01-29,earlier,2026-01-29T13:17:44+00:00,28847445,short,5519.21,5519.4,0.19,1.1500000000014552,True,quote_average,1,quote_average,0.639468927890448,5519.21,2.319999999999709,0.0,2.319999999999709,2.649999999999636,1.4399999999995998,-1.3100000000004002,2.9399999999996,1.4399999999995998,1.949999999999818,1.0,True,False,quote_average:reaction,True,-0.014474634403086384
2026-01-29,earlier,2026-01-29T13:23:22+00:00,28848823,short,5519.02,5519.2,0.18,1.25,True,quote_average,1,quote_average,0.8109201913666766,5519.02,0.4400000000005093,0.4199999999991632,0.2000000000007276,0.4600000000000364,1.889999999999418,-1.519999999999527,0.4600000000000364,4.149999999999636,-4.149999999999636,3.0,True,False,quote_average:reaction,True,-0.022541352375810675
2026-01-29,earlier,2026-01-29T13:29:22+00:00,28850252,short,5519.6,5519.78,0.18,0.680000000000291,True,quote_average,1,quote_average,0.2409352581807979,5519.6,0.6300000000001091,0.0,0.0100000000002182,0.9700000000002548,0.0,0.4400000000005093,5.410000000000764,0.8299999999999272,5.410000000000764,1.0,True,False,quote_average:reaction,False,0.010215842770776362
2026-01-30,earlier,2026-01-29T21:00:45+00:00,28964158,long,5397.82,5398.12,0.3,1.25,True,time_average|quote_average,2,time_average,0.3448913043466746,5398.12,0.8699999999998909,0.0,0.8699999999998909,3.619999999999891,0.0,3.619999999999891,7.3400000000001455,0.019999999999527,2.199999999999818,1.0,True,True,time_average:reaction|quote_average:reaction,False,0.0
2026-01-30,earlier,2026-01-29T21:05:08+00:00,28965124,long,5400.69,5400.99,0.3,1.0799999999981085,True,time_average|quote_average,2,time_average,0.6245631067959039,5400.99,0.3000000000001819,0.6899999999995998,0.3000000000001819,2.7200000000002547,0.6899999999995998,2.2100000000000364,2.7200000000002547,5.1899999999996,-4.659999999999855,4.0,True,False,time_average:reaction|quote_average:reaction,True,3.5695593477976217
2026-01-30,earlier,2026-01-29T21:18:22+00:00,28968035,long,5395.05,5395.89,0.84,0.7199999999993452,True,time_average|quote_average|previous_close,3,time_average,0.5275249320038711,5395.89,0.0099999999993087,0.1600000000007639,-0.0300000000006548,0.569999999999709,0.1600000000007639,0.4299999999993815,1.9699999999993447,2.680000000000291,-2.3200000000006185,1.0,True,False,time_average:reaction|quote_average:reaction|previous_close:reaction,False,-0.4387715618522634
2026-01-30,earlier,2026-01-29T21:38:36+00:00,28972105,long,5400.92,5401.21,0.29,0.58,True,quote_average,1,quote_average,0.504232895230416,5401.21,0.6700000000000728,0.4600000000000364,0.6700000000000728,1.6000000000003638,0.4600000000000364,0.6300000000001091,1.6000000000003638,1.0900000000001455,1.199999999999818,3.0,True,True,quote_average:reaction,True,0.6640228039732392
2026-01-30,earlier,2026-01-29T23:20:27+00:00,28980961,short,5403.97,5404.18,0.21,1.25,True,quote_average,1,quote_average,0.5054197799736357,5403.97,-2.6599999999998545,5.259999999999309,-5.259999999999309,-2.6599999999998545,6.149999999999636,-4.420000000000073,-0.9799999999995634,7.349999999999454,-2.1899999999996,,False,False,quote_average:reaction,False,0.16942668535648409
2026-01-30,earlier,2026-01-29T23:22:40+00:00,28981495,short,5403.23,5403.45,0.22,1.25,True,quote_average,1,quote_average,0.3182220067210437,5403.23,-0.0700000000006184,0.6700000000000728,-0.5700000000006185,0.589999999999236,0.6700000000000728,0.5399999999999636,3.0999999999994543,3.480000000000473,-3.030000000000655,8.0,False,False,quote_average:reaction,True,-0.10196550392902282
2026-02-02,earlier,2026-02-02T00:48:34+00:00,29338960,short,4792.95,4793.33,0.38,1.25,True,quote_average,1,quote_average,0.5388317682827619,4792.95,1.4799999999995634,1.3800000000001091,1.4799999999995634,2.179999999999381,1.3800000000001091,0.7699999999995271,2.179999999999381,6.760000000000218,-5.119999999999891,4.0,True,False,quote_average:reaction,False,0.40501272207984584
2026-02-02,earlier,2026-02-02T00:54:08+00:00,29340308,long,4792.32,4792.6,0.28,1.2200000000011642,True,quote_average,1,quote_average,0.1668362357568185,4792.6,0.8299999999999272,1.2700000000004366,-0.4800000000004729,0.8299999999999272,3.5100000000002183,-3.4700000000002547,2.469999999999345,4.789999999999964,-3.1500000000005457,2.0,True,False,quote_average:reaction,True,0.023944250893691787
2026-02-02,earlier,2026-02-02T02:41:00+00:00,29367450,long,4757.06,4757.29,0.23,1.25,True,quote_average,1,quote_average,0.7618661244396208,4757.29,1.9899999999997813,0.0,1.300000000000182,1.9899999999997813,0.0,0.0500000000001819,1.9899999999997813,11.920000000000073,-4.1899999999996,1.0,True,True,quote_average:reaction,True,0.030849373417368042
2026-02-02,earlier,2026-02-02T16:12:48+00:00,29566579,short,4687.72,4687.99,0.27,1.25,True,quote_average|time_average,2,quote_average,0.8634170759623885,4687.72,-2.569999999999709,4.759999999999309,-2.569999999999709,-2.3599999999996726,5.569999999999709,-2.3599999999996726,-0.2799999999997453,7.349999999999454,-0.3299999999999272,,False,False,quote_average:reaction|time_average:reaction,True,-0.057749000382500526
2026-02-02,earlier,2026-02-02T20:15:52+00:00,29626869,long,4685.04,4685.34,0.3,1.179999999996653,True,time_average|quote_average,2,time_average,0.183268142183806,4685.34,-1.050000000000182,1.4099999999998545,-1.4099999999998545,0.8099999999994907,1.4099999999998545,-0.1000000000003638,0.8099999999994907,5.430000000000291,-4.380000000000109,8.0,False,False,time_average:reaction|quote_average:reaction,True,0.035560264878768066
2026-02-03,earlier,2026-02-02T21:22:12+00:00,29641994,short,4664.4,4664.76,0.36,0.7600000000002183,True,quote_average|time_average,2,quote_average,0.0522794452026573,4664.4,0.2599999999993088,0.3400000000001455,-0.3000000000001819,1.2799999999997451,0.3500000000003638,0.8999999999996362,3.8299999999999272,5.600000000000364,-2.740000000000691,4.0,True,True,quote_average:reaction|time_average:reaction,False,1.1928582124019158
2026-02-03,earlier,2026-02-03T02:32:13+00:00,29697764,short,4770.55,4771.02,0.47,1.25,True,quote_average,1,quote_average,0.5162473407772268,4770.55,0.3600000000005821,1.389999999999418,-0.9700000000002548,5.529999999999745,4.9399999999996,5.529999999999745,8.279999999999745,4.9399999999996,1.0299999999997451,1.0,True,False,quote_average:reaction,False,0.005199103417908191
2026-02-03,earlier,2026-02-03T03:11:57+00:00,29707642,short,4770.17,4770.55,0.38,1.25,True,quote_average,1,quote_average,0.1690529081079148,4770.17,2.25,0.8599999999996726,2.25,3.0299999999997453,0.8599999999996726,2.880000000000109,7.720000000000255,0.8599999999996726,7.619999999999891,3.0,True,False,quote_average:reaction,False,0.09348965141089138
2026-02-04,earlier,2026-02-03T21:00:44+00:00,29953463,short,4942.03,4942.42,0.39,1.25,True,time_average|quote_average,2,time_average,0.1533333333327391,4942.03,0.4699999999993451,0.3200000000006184,-0.3200000000006184,0.4699999999993451,1.1000000000003638,-1.1000000000003638,3.340000000000145,1.1000000000003638,2.050000000000182,1.0,True,False,time_average:reaction|quote_average:reaction,False,0.0
2026-02-04,earlier,2026-02-03T23:55:09+00:00,29973830,short,4943.04,4943.35,0.31,0.92,True,quote_average|session_open,2,quote_average,0.1950883039762629,4943.04,-0.2700000000004365,0.5100000000002183,-0.2700000000004365,-0.2700000000004365,2.800000000000182,-2.800000000000182,-0.2700000000004365,7.260000000000218,-6.850000000000364,,False,False,quote_average:reaction|session_open:reaction,False,0.15507822506424418
2026-02-04,earlier,2026-02-04T11:39:06+00:00,30113260,short,5038.56,5038.81,0.25,0.62,True,quote_average,1,quote_average,0.3116337571182157,5038.56,1.2000000000007276,0.0,1.2000000000007276,1.2100000000000364,0.0,0.5399999999999636,1.2100000000000364,0.3499999999994543,-0.1099999999996725,1.0,True,True,quote_average:reaction,True,-0.017069103999347135
2026-02-04,earlier,2026-02-04T12:59:18+00:00,30127755,long,5039.9,5040.25,0.35,0.62,True,quote_average,1,quote_average,0.3889214747978258,5040.25,1.7899999999999636,0.1400000000003274,1.4799999999995634,2.3599999999996726,0.1400000000003274,1.2200000000002549,2.3599999999996726,7.539999999999964,-5.420000000000073,1.0,True,True,quote_average:reaction,True,0.02946886113841174
2026-02-04,earlier,2026-02-04T13:04:58+00:00,30129165,long,5040.48,5040.84,0.36,1.25,True,quote_average,1,quote_average,0.9685279920931862,5040.84,-0.7399999999997817,3.2200000000002547,-2.4400000000005093,0.2899999999999636,3.2200000000002547,-1.949999999999818,0.2899999999999636,6.0900000000001455,-4.5600000000004,8.0,False,False,quote_average:reaction,True,0.003737861259651254
2026-02-04,earlier,2026-02-04T13:08:11+00:00,30129981,short,5038.51,5038.8,0.29,1.25,True,quote_average,1,quote_average,1.0247937522890425,5038.51,1.230000000000473,0.0699999999997089,1.199999999999818,2.619999999999891,0.0699999999997089,2.4700000000002547,4.329999999999927,1.139999999999418,2.340000000000145,2.0,True,True,quote_average:reaction,True,-0.006326471203465189
2026-02-04,earlier,2026-02-04T14:12:45+00:00,30144955,long,5040.68,5041.0,0.32,1.0600000000013097,True,quote_average,1,quote_average,0.6340373228395038,5041.0,1.1099999999996726,0.3800000000001091,1.1099999999996726,1.7899999999999636,0.3800000000001091,1.7899999999999636,7.210000000000036,0.3800000000001091,5.409999999999855,4.0,True,True,quote_average:reaction,True,0.009527666518806654
2026-02-05,earlier,2026-02-05T01:04:13+00:00,30272885,long,4997.64,4997.9,0.26,1.25,True,quote_average,1,quote_average,1.1329991154834715,4997.9,0.5,0.4699999999993451,0.2300000000004729,2.25,0.4699999999993451,2.25,5.720000000000255,0.4699999999993451,1.4900000000006912,4.0,True,True,quote_average:reaction,True,0.18277922275683522
2026-02-05,earlier,2026-02-05T06:47:06+00:00,30353733,long,4925.75,4926.1,0.35,0.680000000000291,True,quote_average,1,quote_average,0.5870413496804758,4926.1,-0.660000000000764,1.9700000000002549,-1.3900000000003274,-0.660000000000764,2.230000000000473,-2.2200000000002547,-0.660000000000764,5.420000000000073,-4.930000000000291,,False,False,quote_average:reaction,True,0.01496647691783437
2026-02-06,later,2026-02-06T00:46:49+00:00,30580780,short,4746.64,4747.01,0.37,1.25,True,quote_average,1,quote_average,1.0936721667339953,4746.64,0.430000000000291,2.5299999999997453,0.430000000000291,0.5,2.5299999999997453,-1.059999999999491,0.5100000000002183,5.130000000000109,-0.8899999999994179,4.0,True,False,quote_average:reaction,False,0.19755859429278644
2026-02-06,later,2026-02-06T01:12:00+00:00,30587075,short,4748.0,4748.41,0.41,1.25,True,quote_average,1,quote_average,0.7392600391722226,4748.0,4.239999999999782,0.0,2.039999999999964,5.489999999999782,0.0,0.6000000000003638,5.520000000000437,0.4700000000002546,3.2799999999997453,1.0,True,True,quote_average:reaction,True,-0.041336127927934285
